order_id,order_date,ship_date,customer_id,product_id,quantity,unit_price,discount_pct,region,state,channel
O305243,2025-11-25,2025-11-27,C10291,P20152,9,85.16,0.1,Northeast,NJ,Online
O305244,2025-05-29,2025-06-03,C10050,P20089,10,183.98,0.0,Southwest,CO,Online
O305245,2024-06-07,2024-06-13,C10285,P20083,9,169.84,0.1,Southwest,NM,Online
O305246,2024-12-16,2024-12-18,C10256,P20037,5,586.59,0.15,West,CA,Online
O305247,2023-11-03,2023-11-08,C10031,P20127,5,180.92,0.0,West,OR,Online
O305248,2023-11-09,2023-11-11,C10466,P20186,9,592.97,0.0,Northeast,PA,Online
O305249,2023-09-10,2023-09-15,C10272,P20044,10,183.27,0.0,West,NV,Online
O305250,2024-07-23,2024-07-26,C10225,P20189,8,359.87,0.0,West,OR,In-Store
O305251,2025-04-16,2025-04-22,C10260,P20012,8,284.55,0.0,Southwest,NM,Online
O305252,2025-02-03,2025-02-06,C10403,P20175,6,21.52,0.05,Southwest,NM,In-Store
O305253,2024-08-12,2024-08-18,C10046,P20052,5,72.97,0.0,Midwest,OH,In-Store
O305254,2023-12-30,2024-01-05,C10371,P20159,7,71.62,0.0,Northeast,CT,Online
O305255,2024-07-26,2024-08-02,C10248,P20147,7,139.06,0.0,West,WA,Online
O305256,2023-03-11,2023-03-13,C10300,P20168,9,276.72,0.15,West,OR,In-Store
O305257,2023-11-20,2023-11-23,C10226,P20043,1,123.36,0.0,Southwest,AZ,In-Store
O305258,2023-04-21,2023-04-25,C10450,P20160,10,228.92,0.0,Northeast,MA,In-Store
O305259,2025-01-23,2025-01-25,C10073,P20171,2,358.64,0.05,West,OR,Online
O305260,2023-03-03,2023-03-07,C10379,P20142,5,437.07,0.05,West,OR,Online
O305261,2025-10-24,2025-10-31,C10209,P20077,9,555.69,0.0,South,TX,Online
O305262,2023-07-06,2023-07-07,C10244,P20158,2,414.83,0.0,Northeast,NY,In-Store
O305263,2025-04-01,2025-04-05,C10066,P20037,2,588.97,0.0,West,CA,Online
O305264,2023-01-21,2023-01-27,C10207,P20155,4,425.76,0.0,Northeast,PA,Online
O305265,2024-08-07,2024-08-09,C10091,P20130,3,70.25,0.2,Midwest,MI,Online
O305266,2023-02-28,2023-03-07,C10398,P20149,9,157.87,0.0,Northeast,CT,In-Store
O305267,2023-06-19,2023-06-24,C10172,P20070,7,333.12,0.0,South,FL,In-Store
O305268,2024-02-27,2024-03-02,C10416,P20165,6,28.04,0.2,Northeast,CT,Online
O305269,2025-06-15,2025-06-20,C10156,P20081,8,524.53,0.1,West,CA,In-Store
O305270,2023-03-01,2023-03-03,C10052,P20011,6,456.99,0.05,West,OR,In-Store
O305271,2025-12-25,2025-12-29,C10151,P20100,9,373.85,0.1,Midwest,IL,In-Store
O305272,2024-04-30,2024-05-06,C10097,P20072,5,246.59,0.1,West,CA,Online
O305273,2023-05-23,2023-05-29,C10330,P20119,7,468.79,0.0,South,NC,Online
O305274,2023-04-24,2023-04-29,C10373,P20048,2,236.37,0.05,Midwest,WI,In-Store
O305275,2024-03-03,2024-03-08,C10285,P20123,2,586.02,0.05,Southwest,NM,In-Store
O305276,2025-10-22,2025-10-25,C10414,P20038,5,271.37,0.05,Southwest,NM,Online
O305277,2024-07-18,2024-07-22,C10004,P20021,7,168.48,0.0,South,NC,In-Store
O305278,2025-08-24,2025-08-27,C10097,P20088,9,147.21,0.15,West,CA,Online
O305279,2025-08-17,2025-08-21,C10421,P20159,9,67.76,0.0,Midwest,WI,Partner
O305280,2023-07-08,2023-07-14,C10126,P20166,1,135.66,0.0,South,FL,Partner
O305281,2024-11-02,2024-11-05,C10091,P20089,6,192.98,0.0,Midwest,MI,Online
O305282,2023-11-10,2023-11-17,C10388,P20162,7,428.76,0.0,West,CA,In-Store
O305283,2025-10-28,2025-10-31,C10324,P20001,4,375.68,0.0,Southwest,AZ,Online
O305284,2023-11-20,2023-11-25,C10063,P20162,5,424.71,0.0,Southwest,NM,Partner
O305285,2024-01-15,2024-01-19,C10206,P20038,5,258.97,0.15,West,CA,Online
O305286,2024-02-18,2024-02-25,C10278,P20115,6,391.31,0.1,Midwest,OH,In-Store
O305287,2023-07-03,2023-07-09,C10451,P20128,2,437.6,0.0,South,FL,Partner
O305288,2025-03-19,2025-03-24,C10304,P20022,3,689.59,0.1,South,TN,Partner
O305289,2025-01-13,2025-01-20,C10247,P20005,8,116.03,0.05,Southwest,AZ,Online
O305290,2023-06-02,2023-06-03,C10064,P20114,8,25.95,0.0,West,CA,Online
O305291,2023-04-03,2023-04-05,C10482,P20124,2,357.57,0.05,Southwest,CO,In-Store
O305292,2023-05-26,2023-05-30,C10258,P20165,2,27.91,0.05,Midwest,IL,In-Store
O305293,2024-01-01,2024-01-06,C10260,P20150,8,245.08,0.1,Southwest,NM,Online
O305294,2024-05-26,2024-05-29,C10463,P20080,2,140.98,0.1,Southwest,AZ,Online
O305295,2023-01-14,2023-01-16,C10128,P20074,7,99.36,0.15,West,OR,In-Store
O305296,2024-06-25,2024-07-01,C10214,P20086,5,531.08,0.1,Southwest,AZ,In-Store
O305297,2024-04-15,2024-04-19,C10370,P20179,6,43.18,0.05,Northeast,NY,In-Store
O305298,2024-12-29,2025-01-01,C10485,P20085,6,427.03,0.0,West,CA,Online
O305299,2025-04-21,2025-04-26,C10142,P20199,1,204.92,0.0,Northeast,NJ,In-Store
O305300,2024-10-16,2024-10-17,C10436,P20065,4,349.26,0.2,Northeast,NY,Online
O305301,2023-10-15,2023-10-17,C10264,P20084,7,308.11,0.0,South,FL,In-Store
O305302,2023-06-09,2023-06-11,C10341,P20109,7,465.19,0.1,Midwest,MI,Online
O305303,2024-05-22,2024-05-26,C10218,P20122,6,311.61,0.05,Midwest,WI,In-Store
O305304,2023-08-28,2023-09-04,C10076,P20125,3,31.1,0.15,West,WA,In-Store
O305305,2023-07-20,2023-07-25,C10113,P20128,4,458.29,0.0,Midwest,WI,In-Store
O305306,2023-09-01,2023-09-05,C10422,P20022,8,738.61,0.1,Northeast,NY,Online
O305307,2023-04-28,2023-05-03,C10190,P20071,1,342.42,0.05,Northeast,NJ,In-Store
O305308,2023-07-06,2023-07-07,C10450,P20191,7,222.68,0.1,Northeast,MA,Online
O305309,2025-04-14,2025-04-15,C10122,P20006,3,535.0,0.15,Northeast,MA,Online
O305310,2024-06-15,2024-06-17,C10425,P20147,2,139.35,0.0,South,FL,In-Store
O305311,2024-05-30,2024-06-02,C10204,P20111,10,181.8,0.0,Midwest,WI,Partner
O305312,2024-03-31,2024-04-07,C10388,P20156,7,89.25,0.0,West,CA,In-Store
O305313,2025-12-25,2025-12-30,C10104,P20104,2,471.94,0.15,South,FL,Online
O305314,2025-08-09,2025-08-15,C10268,P20138,8,497.05,0.05,Southwest,AZ,Partner
O305315,2024-10-20,2024-10-23,C10421,P20032,7,437.47,0.0,Midwest,WI,In-Store
O305316,2025-09-30,2025-10-06,C10128,P20084,6,348.15,0.0,West,OR,Online
O305317,2024-05-27,2024-05-31,C10442,P20135,4,95.08,0.0,Northeast,NJ,In-Store
O305318,2024-12-01,2024-12-07,C10331,P20141,7,434.79,0.2,Northeast,NJ,In-Store
O305319,2025-10-26,2025-11-02,C10229,P20039,4,178.91,0.05,Northeast,CT,Online
O305320,2023-04-17,2023-04-20,C10093,P20087,6,51.69,0.05,South,TN,In-Store
O305321,2025-07-16,2025-07-23,C10435,P20151,1,23.51,0.0,Northeast,CT,Partner
O305322,2023-02-07,2023-02-14,C10141,P20160,9,229.88,0.0,West,CA,Online
O305323,2023-07-09,2023-07-16,C10457,P20054,7,520.01,0.0,Midwest,WI,Partner
O305324,2024-03-22,2024-03-27,C10455,P20178,10,240.65,0.0,Northeast,PA,Online
O305325,2024-06-15,2024-06-22,C10445,P20056,7,754.49,0.2,South,TN,Online
O305326,2024-08-12,2024-08-19,C10082,P20012,7,276.22,0.1,South,NC,Online
O305327,2024-03-17,2024-03-21,C10099,P20021,2,181.94,0.05,Southwest,CO,Online
O305328,2025-06-03,2025-06-04,C10034,P20064,5,289.63,0.1,Midwest,IN,Online
O305329,2024-03-06,2024-03-08,C10091,P20133,9,528.7,0.0,Midwest,MI,Online
O305330,2024-05-03,2024-05-05,C10137,P20024,5,239.67,0.05,West,WA,In-Store
O305331,2024-11-26,2024-12-03,C10419,P20153,10,25.19,0.05,West,NV,Online
O305332,2025-03-19,2025-03-26,C10291,P20140,2,178.24,0.05,Northeast,NJ,Online
O305333,2024-10-20,2024-10-25,C10396,P20056,2,688.91,0.15,Northeast,NY,Online
O305334,2023-06-24,2023-06-26,C10119,P20076,1,114.94,0.05,Northeast,MA,In-Store
O305335,2023-09-28,2023-09-29,C10208,P20162,5,392.1,0.0,Southwest,CO,Online
O305336,2024-03-24,2024-03-28,C10165,P20006,9,534.69,0.15,Southwest,UT,Partner
O305337,2023-12-13,2023-12-20,C10067,P20067,1,465.82,0.05,Southwest,CO,Online
O305338,2024-06-26,2024-07-03,C10465,P20004,9,103.7,0.0,Northeast,NY,In-Store
O305339,2024-02-17,2024-02-18,C10174,P20002,6,355.96,0.2,South,TX,Online
O305340,2023-05-22,2023-05-28,C10042,P20102,7,186.93,0.0,West,OR,In-Store
O305341,2024-10-24,2024-10-25,C10106,P20020,10,418.11,0.0,Southwest,NM,Online
O305342,2023-06-04,2023-06-11,C10466,P20165,6,25.53,0.0,Northeast,PA,Partner
O305343,2024-08-31,2024-09-03,C10219,P20033,3,518.84,0.0,Northeast,NJ,Online
O305344,2025-08-23,2025-08-26,C10435,P20020,2,465.53,0.05,Northeast,CT,In-Store
O305345,2023-03-25,2023-04-01,C10088,P20062,1,355.46,0.1,Northeast,CT,Online
O305346,2024-01-20,2024-01-26,C10372,P20158,6,385.47,0.0,Northeast,NY,Online
O305347,2023-12-27,2023-12-31,C10070,P20062,1,372.73,0.0,Northeast,MA,Online
O305348,2024-01-07,2024-01-09,C10167,P20090,1,316.7,0.0,Midwest,WI,In-Store
O305349,2023-02-10,2023-02-11,C10361,P20022,4,704.16,0.05,Southwest,CO,In-Store
O305350,2025-12-01,2025-12-07,C10061,P20179,4,43.25,0.15,Midwest,IN,In-Store
O305351,2024-12-17,2024-12-18,C10464,P20029,2,434.18,0.05,Northeast,NY,Online
O305352,2025-11-16,2025-11-23,C10346,P20193,6,475.0,0.0,Midwest,MI,In-Store
O305353,2023-02-05,2023-02-06,C10219,P20012,4,277.53,0.0,Northeast,NJ,In-Store
O305354,2025-01-25,2025-01-28,C10444,P20092,8,338.34,0.1,Southwest,UT,In-Store
O305355,2024-03-27,2024-04-03,C10476,P20032,3,416.0,0.1,Midwest,OH,Online
O305356,2023-04-07,2023-04-13,C10260,P20176,1,69.12,0.0,Southwest,NM,Online
O305357,2024-05-15,2024-05-18,C10309,P20192,6,259.49,0.1,West,NV,In-Store
O305358,2025-02-27,2025-03-05,C10204,P20047,4,438.36,0.05,Midwest,WI,Online
O305359,2025-08-03,2025-08-04,C10069,P20100,6,372.11,0.0,West,WA,Partner
O305360,2023-08-25,2023-08-26,C10335,P20054,2,479.98,0.0,Midwest,IN,Online
O305361,2025-09-24,2025-10-01,C10371,P20078,2,404.26,0.0,Northeast,CT,Partner
O305362,2024-08-13,2024-08-16,C10183,P20015,2,199.81,0.05,West,OR,Online
O305363,2024-10-03,2024-10-05,C10034,P20144,1,242.07,0.05,Midwest,IN,Online
O305364,2023-02-14,2023-02-20,C10339,P20194,4,735.06,0.05,Northeast,CT,Online
O305365,2025-07-31,2025-08-02,C10055,P20140,2,165.84,0.1,Midwest,IN,Online
O305366,2023-06-23,2023-06-24,C10304,P20013,1,442.72,0.0,South,TN,In-Store
O305367,2023-07-06,2023-07-07,C10113,P20022,6,762.07,0.0,Midwest,WI,Online
O305368,2024-08-11,2024-08-14,C10461,P20154,3,583.04,0.0,Southwest,CO,Online
O305369,2023-12-20,2023-12-27,C10388,P20053,10,356.86,0.0,West,CA,In-Store
O305370,2024-03-26,2024-04-01,C10022,P20008,5,170.09,0.05,West,WA,Online
O305371,2025-12-01,2025-12-03,C10205,P20066,5,220.37,0.1,Northeast,MA,Online
O305372,2025-02-01,2025-02-05,C10436,P20190,7,249.94,0.15,Northeast,NY,Online
O305373,2025-08-30,2025-09-04,C10287,P20139,10,529.36,0.0,South,NC,Online
O305374,2025-01-17,2025-01-18,C10406,P20130,9,73.52,0.0,South,NC,Online
O305375,2025-08-01,2025-08-08,C10388,P20164,3,520.29,0.0,West,CA,Online
O305376,2024-04-18,2024-04-21,C10379,P20126,1,136.15,0.05,West,OR,Online
O305377,2025-07-14,2025-07-21,C10359,P20037,2,633.37,0.1,South,GA,In-Store
O305378,2025-07-08,2025-07-15,C10459,P20165,8,26.13,0.05,Northeast,CT,In-Store
O305379,2023-08-24,2023-08-29,C10132,P20149,10,165.39,0.0,South,TN,In-Store
O305380,2024-02-17,2024-02-22,C10460,P20160,3,242.51,0.1,West,OR,Partner
O305381,2024-09-10,2024-09-12,C10492,P20152,2,86.68,0.0,Northeast,PA,In-Store
O305382,2025-08-07,2025-08-12,C10142,P20060,3,792.53,0.0,Northeast,NJ,Partner
O305383,2023-09-18,2023-09-22,C10373,P20023,8,218.59,0.1,Midwest,WI,In-Store
O305384,2025-06-28,2025-07-02,C10088,P20169,7,174.05,0.0,Northeast,CT,Online
O305385,2025-03-07,2025-03-10,C10268,P20037,1,569.55,0.0,Southwest,AZ,Online
O305386,2024-08-08,2024-08-15,C10121,P20188,4,236.99,0.0,South,TX,Partner
O305387,2024-02-26,2024-03-02,C10045,P20131,6,386.73,0.05,Southwest,AZ,Online
O305388,2023-07-04,2023-07-07,C10019,P20112,9,167.81,0.0,Midwest,MI,In-Store
O305389,2023-04-06,2023-04-09,C10294,P20163,7,237.56,0.0,Midwest,WI,Online
O305390,2024-01-17,2024-01-23,C10010,P20082,10,71.31,0.0,Northeast,MA,Online
O305391,2024-11-06,2024-11-09,C10327,P20055,8,417.8,0.0,West,NV,Online
O305392,2025-07-08,2025-07-13,C10461,P20052,5,65.93,0.05,Southwest,CO,Online
O305393,2024-03-12,2024-03-19,C10249,P20024,1,230.94,0.0,Midwest,MI,In-Store
O305394,2024-12-23,2024-12-28,C10319,P20004,6,99.87,0.0,Southwest,UT,Online
O305395,2023-06-11,2023-06-14,C10114,P20034,3,439.49,0.2,West,NV,In-Store
O305396,2025-04-02,2025-04-07,C10405,P20197,10,433.01,0.0,West,WA,Partner
O305397,2025-04-08,2025-04-10,C10222,P20006,3,565.06,0.1,Midwest,WI,Partner
O305398,2024-05-07,2024-05-11,C10153,P20041,6,261.73,0.0,Southwest,UT,Online
O305399,2024-03-31,2024-04-01,C10174,P20009,5,352.72,0.05,South,TX,Online
O305400,2025-11-10,2025-11-16,C10406,P20005,10,118.94,0.0,South,NC,Online
O305401,2025-10-14,2025-10-16,C10080,P20025,3,92.98,0.0,Southwest,CO,Online
O305402,2024-05-05,2024-05-10,C10407,P20070,5,334.5,0.0,West,CA,Partner
O305403,2024-05-14,2024-05-16,C10072,P20166,9,141.22,0.0,Northeast,NY,Partner
O305404,2023-09-12,2023-09-17,C10027,P20096,6,584.95,0.05,Midwest,MI,Online
O305405,2025-12-18,2025-12-22,C10278,P20001,2,380.66,0.0,Midwest,OH,In-Store
O305406,2024-05-29,2024-06-02,C10083,P20180,7,854.57,0.2,Northeast,PA,In-Store
O305407,2023-12-21,2023-12-27,C10344,P20104,8,464.35,0.0,Midwest,MI,Online
O305408,2025-11-07,2025-11-11,C10321,P20113,9,137.91,0.2,Southwest,AZ,Online
O305409,2024-01-27,2024-01-29,C10395,P20019,1,300.33,0.2,West,NV,Online
O305410,2024-08-31,2024-09-03,C10408,P20129,1,800.89,0.2,South,TX,In-Store
O305411,2024-03-20,2024-03-21,C10419,P20104,7,525.2,0.0,West,NV,In-Store
O305412,2023-02-23,2023-03-01,C10272,P20076,6,116.92,0.1,West,NV,In-Store
O305413,2023-08-04,2023-08-10,C10462,P20041,2,276.58,0.05,Southwest,UT,Partner
O305414,2025-08-08,2025-08-10,C10167,P20145,7,335.89,0.05,Midwest,WI,In-Store
O305415,2023-12-07,2023-12-13,C10357,P20162,3,385.33,0.0,Northeast,MA,In-Store
O305416,2025-09-29,2025-10-06,C10277,P20114,4,27.79,0.05,West,WA,Online
O305417,2024-09-01,2024-09-02,C10333,P20062,10,407.41,0.0,Southwest,NM,Online
O305418,2023-12-07,2023-12-11,C10363,P20018,6,240.18,0.05,South,GA,Online
O305419,2025-12-22,2025-12-25,C10498,P20179,7,43.78,0.1,Northeast,PA,In-Store
O305420,2025-05-16,2025-05-18,C10112,P20145,1,306.96,0.1,South,TX,Online
O305421,2024-05-29,2024-06-01,C10221,P20042,10,482.99,0.1,South,TX,In-Store
O305422,2025-10-24,2025-10-30,C10451,P20064,6,266.77,0.0,South,FL,Online
O305423,2023-10-18,2023-10-20,C10237,P20025,4,88.75,0.05,Midwest,OH,Online
O305424,2025-07-12,2025-07-17,C10432,P20120,7,287.18,0.0,Midwest,IL,In-Store
O305425,2025-07-24,2025-07-26,C10103,P20051,1,615.64,0.15,West,CA,Partner
O305426,2024-02-04,2024-02-08,C10223,P20004,3,95.65,0.0,South,GA,Online
O305427,2025-11-12,2025-11-17,C10243,P20019,2,316.75,0.2,Southwest,UT,Online
O305428,2023-11-27,2023-11-29,C10055,P20080,3,138.01,0.0,Midwest,IN,In-Store
O305429,2023-06-11,2023-06-16,C10138,P20162,7,390.9,0.0,Northeast,NY,Online
O305430,2025-11-04,2025-11-09,C10333,P20031,4,204.17,0.0,Southwest,NM,In-Store
O305431,2025-12-13,2025-12-15,C10000,P20026,2,323.71,0.0,West,NV,In-Store
O305432,2023-06-23,2023-06-27,C10206,P20002,5,369.45,0.1,West,CA,Online
O305433,2025-10-02,2025-10-08,C10251,P20173,8,574.39,0.0,Northeast,PA,Online
O305434,2023-04-14,2023-04-15,C10167,P20170,4,260.19,0.2,Midwest,WI,Online
O305435,2024-04-19,2024-04-23,C10121,P20143,3,658.08,0.0,South,TX,Online
O305436,2025-11-01,2025-11-03,C10445,P20013,3,437.9,0.1,South,TN,In-Store
O305437,2024-09-27,2024-09-28,C10123,P20020,3,446.21,0.05,South,TN,Online
O305438,2025-12-07,2025-12-14,C10430,P20132,5,343.86,0.0,Southwest,NM,In-Store
O305439,2024-07-03,2024-07-09,C10221,P20029,10,467.49,0.1,South,TX,Online
O305440,2025-06-20,2025-06-26,C10282,P20018,6,238.39,0.15,South,FL,In-Store
O305441,2024-06-12,2024-06-19,C10001,P20185,6,74.55,0.0,West,WA,Online
O305442,2025-06-18,2025-06-19,C10282,P20127,6,179.71,0.05,South,FL,In-Store
O305443,2025-03-31,2025-04-04,C10115,P20061,5,449.33,0.05,Northeast,MA,Online
O305444,2023-09-22,2023-09-28,C10131,P20088,1,153.98,0.0,West,WA,Online
O305445,2025-08-15,2025-08-16,C10305,P20179,8,46.93,0.05,Southwest,CO,Online
O305446,2025-01-16,2025-01-21,C10207,P20174,3,264.81,0.2,Northeast,PA,Online
O305447,2025-09-07,2025-09-11,C10349,P20143,3,670.91,0.05,West,NV,In-Store
O305448,2025-06-27,2025-06-30,C10420,P20018,10,232.25,0.0,Midwest,IL,Online
O305449,2024-02-20,2024-02-26,C10064,P20002,4,364.22,0.0,West,CA,In-Store
O305450,2025-12-16,2025-12-17,C10135,P20010,6,629.57,0.0,West,NV,Online
O305451,2024-12-26,2024-12-28,C10098,P20090,4,312.5,0.15,Northeast,CT,In-Store
O305452,2023-02-18,2023-02-20,C10422,P20190,9,267.61,0.15,Northeast,NY,In-Store
O305453,2023-05-14,2023-05-18,C10478,P20049,9,99.03,0.05,Northeast,NJ,In-Store
O305454,2024-10-30,2024-11-03,C10359,P20047,3,488.6,0.0,South,GA,Online
O305455,2024-11-20,2024-11-24,C10428,P20111,3,171.9,0.0,Southwest,CO,Online
O305456,2024-02-13,2024-02-20,C10205,P20097,4,296.35,0.0,Northeast,MA,In-Store
O305457,2024-05-09,2024-05-11,C10492,P20045,8,24.26,0.05,Northeast,PA,Online
O305458,2024-09-08,2024-09-14,C10392,P20152,9,91.89,0.0,South,GA,Online
O305459,2025-04-15,2025-04-16,C10354,P20068,7,130.24,0.0,South,FL,Online
O305460,2025-08-30,2025-09-03,C10140,P20120,1,289.09,0.05,Southwest,UT,In-Store
O305461,2025-11-01,2025-11-03,C10349,P20075,1,58.15,0.0,West,NV,Online
O305462,2024-04-16,2024-04-17,C10407,P20169,10,195.59,0.0,West,CA,Online
O305463,2025-04-04,2025-04-09,C10122,P20010,8,546.34,0.05,Northeast,MA,Online
O305464,2025-07-19,2025-07-25,C10411,P20176,10,62.89,0.05,Southwest,UT,In-Store
O305465,2025-08-28,2025-09-02,C10426,P20192,6,256.17,0.1,South,TN,In-Store
O305466,2023-02-04,2023-02-06,C10079,P20024,2,222.78,0.0,South,NC,Online
O305467,2025-10-05,2025-10-11,C10309,P20179,7,48.79,0.2,West,NV,In-Store
O305468,2023-04-27,2023-05-01,C10429,P20176,2,68.99,0.1,South,FL,Online
O305469,2025-04-26,2025-04-29,C10000,P20007,5,231.47,0.0,West,NV,Online
O305470,2023-09-08,2023-09-14,C10260,P20182,9,732.43,0.0,Southwest,NM,Online
O305471,2024-06-10,2024-06-14,C10237,P20073,3,747.28,0.0,Midwest,OH,Online
O305472,2023-11-12,2023-11-16,C10231,P20105,1,443.15,0.0,Midwest,IN,Online
O305473,2025-05-21,2025-05-25,C10294,P20071,5,348.99,0.15,Midwest,WI,Online
O305474,2025-09-09,2025-09-15,C10447,P20081,1,520.79,0.0,Southwest,CO,Online
O305475,2024-06-13,2024-06-19,C10456,P20008,7,152.28,0.0,Midwest,IL,Partner
O305476,2024-06-23,2024-06-25,C10094,P20108,1,368.11,0.0,Northeast,NJ,Online
O305477,2025-11-08,2025-11-12,C10461,P20096,1,550.36,0.05,Southwest,CO,Online
O305478,2024-07-03,2024-07-07,C10252,P20131,2,379.64,0.1,South,FL,In-Store
O305479,2024-11-13,2024-11-15,C10096,P20033,6,517.27,0.0,Northeast,PA,Online
O305480,2023-02-04,2023-02-06,C10246,P20193,3,422.44,0.0,Midwest,IN,Online
O305481,2024-09-16,2024-09-20,C10371,P20035,9,298.79,0.1,Northeast,CT,Online
O305482,2025-04-27,2025-05-03,C10365,P20129,8,842.47,0.0,Southwest,NM,Online
O305483,2023-08-03,2023-08-05,C10365,P20100,4,412.63,0.1,Southwest,NM,In-Store
O305484,2025-12-01,2025-12-04,C10496,P20081,1,517.62,0.0,Midwest,WI,In-Store
O305485,2023-01-24,2023-01-31,C10477,P20023,3,223.34,0.0,Northeast,MA,Online
O305486,2024-04-25,2024-04-26,C10086,P20028,6,459.47,0.0,Northeast,NY,Online
O305487,2023-11-01,2023-11-06,C10467,P20030,4,169.99,0.0,Northeast,NY,Partner
O305488,2024-03-20,2024-03-24,C10203,P20077,8,533.34,0.0,Northeast,PA,Online
O305489,2024-08-28,2024-08-29,C10265,P20191,9,230.64,0.15,South,FL,Online
O305490,2024-09-05,2024-09-06,C10039,P20190,5,241.28,0.0,Midwest,OH,Online
O305491,2025-11-17,2025-11-19,C10281,P20065,4,323.02,0.2,Midwest,MI,In-Store
O305492,2023-04-24,2023-04-27,C10017,P20099,3,340.82,0.0,Northeast,NY,In-Store
O305493,2024-10-20,2024-10-24,C10284,P20124,10,337.99,0.0,Northeast,CT,In-Store
O305494,2023-11-20,2023-11-27,C10168,P20038,1,251.17,0.1,South,GA,In-Store
O305495,2023-01-13,2023-01-16,C10334,P20102,2,175.0,0.0,South,TX,Online
O305496,2024-11-30,2024-12-05,C10106,P20141,7,434.88,0.0,Southwest,NM,In-Store
O305497,2025-08-25,2025-08-28,C10203,P20174,1,301.81,0.0,Northeast,PA,In-Store
O305498,2025-04-04,2025-04-10,C10378,P20162,8,390.48,0.0,West,NV,Online
O305499,2023-03-08,2023-03-13,C10300,P20143,1,688.32,0.0,West,OR,Online
O305500,2025-10-30,2025-10-31,C10058,P20067,3,495.16,0.05,West,CA,Online
O305501,2025-03-11,2025-03-16,C10283,P20123,6,609.16,0.1,Southwest,CO,In-Store
O305502,2023-05-24,2023-05-27,C10357,P20040,9,253.72,0.05,Northeast,MA,Online
O305503,2023-04-15,2023-04-21,C10490,P20002,6,394.31,0.0,South,TN,Partner
O305504,2023-05-07,2023-05-13,C10456,P20092,7,340.67,0.0,Midwest,IL,Online
O305505,2024-02-21,2024-02-23,C10398,P20069,1,736.39,0.1,Northeast,CT,Online
O305506,2024-03-07,2024-03-12,C10482,P20119,7,543.62,0.0,Southwest,CO,Online
O305507,2025-07-23,2025-07-26,C10338,P20187,1,63.98,0.0,Midwest,IN,Online
O305508,2024-06-27,2024-07-03,C10419,P20015,10,196.18,0.15,West,NV,In-Store
O305509,2025-10-23,2025-10-25,C10373,P20007,9,245.37,0.05,Midwest,WI,In-Store
O305510,2024-12-31,2025-01-05,C10217,P20192,6,235.38,0.1,South,TN,Partner
O305511,2023-08-19,2023-08-22,C10464,P20057,10,562.6,0.0,Northeast,NY,Partner
O305512,2023-02-19,2023-02-23,C10005,P20033,6,519.25,0.15,Midwest,IN,In-Store
O305513,2024-02-27,2024-03-05,C10368,P20063,1,460.95,0.0,Southwest,AZ,Online
O305514,2023-09-03,2023-09-05,C10063,P20112,8,159.92,0.0,Southwest,NM,Online
O305515,2023-04-15,2023-04-21,C10247,P20159,7,70.62,0.1,Southwest,AZ,In-Store
O305516,2023-12-21,2023-12-27,C10366,P20049,2,102.3,0.05,Southwest,CO,In-Store
O305517,2025-06-30,2025-07-01,C10358,P20161,2,654.17,0.05,Northeast,CT,Partner
O305518,2025-11-07,2025-11-09,C10163,P20126,2,140.66,0.0,Southwest,UT,In-Store
O305519,2024-02-18,2024-02-23,C10311,P20089,2,190.33,0.05,West,NV,Online
O305520,2024-03-26,2024-04-02,C10435,P20062,4,406.95,0.0,Northeast,CT,In-Store
O305521,2024-12-29,2025-01-05,C10263,P20069,2,726.98,0.0,West,WA,Online
O305522,2025-09-20,2025-09-27,C10254,P20196,6,232.48,0.0,South,TX,Online
O305523,2023-06-13,2023-06-14,C10263,P20013,7,450.76,0.05,West,WA,Partner
O305524,2023-07-31,2023-08-02,C10054,P20013,7,442.02,0.0,Northeast,NJ,Online
O305525,2023-01-27,2023-02-02,C10463,P20177,5,25.36,0.05,Southwest,AZ,In-Store
O305526,2023-08-10,2023-08-16,C10105,P20107,4,162.23,0.0,South,FL,Partner
O305527,2024-08-09,2024-08-12,C10033,P20068,3,143.3,0.0,Southwest,CO,Partner
O305528,2025-06-12,2025-06-15,C10002,P20134,7,721.81,0.0,South,NC,In-Store
O305529,2024-12-28,2024-12-30,C10239,P20168,1,283.64,0.0,Southwest,AZ,Online
O305530,2023-03-29,2023-04-01,C10221,P20191,1,239.01,0.0,South,TX,Online
O305531,2024-04-05,2024-04-06,C10171,P20029,2,475.98,0.0,West,OR,In-Store
O305532,2025-08-06,2025-08-12,C10332,P20164,5,536.68,0.05,Southwest,UT,Online
O305533,2024-12-23,2024-12-29,C10086,P20065,1,331.17,0.15,Northeast,NY,In-Store
O305534,2025-10-19,2025-10-26,C10353,P20181,2,328.7,0.1,Midwest,OH,Online
O305535,2023-03-10,2023-03-17,C10265,P20021,10,169.52,0.2,South,FL,Online
O305536,2023-08-12,2023-08-17,C10234,P20012,9,283.9,0.05,West,CA,Online
O305537,2023-02-07,2023-02-10,C10104,P20147,9,133.54,0.05,South,FL,In-Store
O305538,2025-07-06,2025-07-08,C10244,P20015,2,185.37,0.15,Northeast,NY,In-Store
O305539,2025-02-27,2025-03-04,C10247,P20112,5,156.84,0.0,Southwest,AZ,In-Store
O305540,2023-07-13,2023-07-14,C10158,P20114,9,25.59,0.0,Northeast,NJ,Online
